DATE,us_cn_exchange,us_cn_exchange_Ret
1992-12-30,5.7662,0.0
1992-12-31,5.7662,0.0
1993-01-01,,0.0
1993-01-04,5.7662,0.0
1993-01-05,5.7662,0.0
1993-01-06,5.7744,0.14
1993-01-07,5.7744,0.0
1993-01-08,5.7744,0.0
1993-01-11,5.7744,0.0
1993-01-12,5.7744,0.0
1993-01-13,,0.0
1993-01-14,5.7744,0.0
1993-01-15,,0.0
1993-01-18,,0.0
1993-01-19,5.7744,0.0
1993-01-20,5.7744,0.0
1993-01-21,5.7894,0.26
1993-01-22,5.7894,0.0
1993-01-25,5.7894,0.0
1993-01-26,5.7894,0.0
1993-01-27,5.7894,0.0
1993-01-28,5.7894,0.0
1993-01-29,5.7894,0.0
1993-02-01,5.7894,0.0
1993-02-02,5.7894,0.0
1993-02-03,,0.0
1993-02-04,,0.0
1993-02-05,5.8,0.18
1993-02-08,5.8,0.0
1993-02-09,5.8,0.0
1993-02-10,5.8,0.0
1993-02-11,5.8,0.0
1993-02-12,5.8,0.0
1993-02-15,,0.0
1993-02-16,5.8,0.0
1993-02-17,5.8,0.0
1993-02-18,5.7995,-0.01
1993-02-19,5.7694,-0.52
1993-02-22,,0.0
1993-02-23,,0.0
1993-02-24,5.7546,-0.26
1993-02-25,5.7546,0.0
1993-02-26,5.7546,0.0
1993-03-01,5.7546,0.0
1993-03-02,5.7546,0.0
1993-03-03,5.7443,-0.18
1993-03-04,5.7443,0.0
1993-03-05,5.7443,0.0
1993-03-08,5.7443,0.0
1993-03-09,5.7443,0.0
1993-03-10,5.7443,0.0
1993-03-11,5.7443,0.0
1993-03-12,5.7443,0.0
1993-03-15,5.7624,0.32
1993-03-16,5.7624,0.0
1993-03-17,5.7624,0.0
1993-03-18,5.7624,0.0
1993-03-19,5.7442,-0.32
1993-03-22,5.7442,0.0
1993-03-23,5.7442,0.0
1993-03-24,5.7333,-0.19
1993-03-25,5.7333,0.0
1993-03-26,5.7333,0.0
1993-03-29,5.7333,0.0
1993-03-30,5.7333,0.0
1993-03-31,5.7333,0.0
1993-04-01,5.7333,0.0
1993-04-02,5.7333,0.0
1993-04-05,,0.0
1993-04-06,,0.0
1993-04-07,,0.0
1993-04-08,5.7333,0.0
1993-04-09,5.7333,0.0
1993-04-12,5.7333,0.0
1993-04-13,5.7163,-0.3
1993-04-14,5.7163,0.0
1993-04-15,5.7163,0.0
1993-04-16,5.7165,0.0
1993-04-19,5.7076,-0.16
1993-04-20,5.7076,0.0
1993-04-21,,0.0
1993-04-22,,0.0
1993-04-23,5.7076,0.0
1993-04-26,5.7076,0.0
1993-04-27,,0.0
1993-04-28,,0.0
1993-04-29,,0.0
1993-04-30,,0.0
1993-05-03,,0.0
1993-05-04,5.7227,0.26
1993-05-05,,0.0
1993-05-06,,0.0
1993-05-07,,0.0
1993-05-10,5.7227,0.0
1993-05-11,5.7331,0.18
1993-05-12,5.7331,0.0
1993-05-13,5.7433,0.18
1993-05-14,5.7433,0.0
1993-05-17,5.7433,0.0
1993-05-18,5.7433,0.0
1993-05-19,5.7433,0.0
1993-05-20,5.7433,0.0
1993-05-21,5.7433,0.0
1993-05-24,5.7433,0.0
1993-05-25,5.7433,0.0
1993-05-26,5.7433,0.0
1993-05-27,,0.0
1993-05-28,5.7433,0.0
1993-05-31,,0.0
1993-06-01,,0.0
1993-06-02,5.7433,0.0
1993-06-03,5.7433,0.0
1993-06-04,5.7243,-0.33
1993-06-07,5.7243,0.0
1993-06-08,5.7243,0.0
1993-06-09,5.7243,0.0
1993-06-10,5.7243,0.0
1993-06-11,5.7243,0.0
1993-06-14,5.7243,0.0
1993-06-15,5.7529,0.5
1993-06-16,5.7646,0.2
1993-06-17,5.7646,0.0
1993-06-18,5.7646,0.0
1993-06-21,,0.0
1993-06-22,,0.0
1993-06-23,5.7756,0.19
1993-06-24,5.7756,0.0
1993-06-25,5.7756,0.0
1993-06-28,5.7756,0.0
1993-06-29,5.7756,0.0
1993-06-30,5.7756,0.0
1993-07-01,5.7756,0.0
1993-07-02,5.7756,0.0
1993-07-05,,0.0
1993-07-06,5.7756,0.0
1993-07-07,5.7756,0.0
1993-07-08,5.7756,0.0
1993-07-09,5.7756,0.0
1993-07-12,5.7756,0.0
1993-07-13,5.7756,0.0
1993-07-14,5.7756,0.0
1993-07-15,5.7756,0.0
1993-07-16,5.7756,0.0
1993-07-19,5.7756,0.0
1993-07-20,5.7756,0.0
1993-07-21,5.7756,0.0
1993-07-22,5.7756,0.0
1993-07-23,5.7756,0.0
1993-07-26,5.7756,0.0
1993-07-27,5.7756,0.0
1993-07-28,5.7756,0.0
1993-07-29,5.7756,0.0
1993-07-30,5.7756,0.0
1993-08-02,5.7756,0.0
1993-08-03,5.7756,0.0
1993-08-04,5.7756,0.0
1993-08-05,5.7756,0.0
1993-08-06,5.7756,0.0
1993-08-09,5.7756,0.0
1993-08-10,5.7756,0.0
1993-08-11,5.7963,0.36
1993-08-12,5.7963,0.0
1993-08-13,5.7963,0.0
1993-08-16,5.7963,0.0
1993-08-17,5.7963,0.0
1993-08-18,5.7963,0.0
1993-08-19,5.7963,0.0
1993-08-20,5.7963,0.0
1993-08-23,5.7963,0.0
1993-08-24,5.7963,0.0
1993-08-25,5.7963,0.0
1993-08-26,5.7963,0.0
1993-08-27,5.7963,0.0
1993-08-30,5.8063,0.17
1993-08-31,5.8063,0.0
1993-09-01,5.8063,0.0
1993-09-02,5.8013,-0.09
1993-09-03,5.8013,0.0
1993-09-06,,0.0
1993-09-07,5.8013,0.0
1993-09-08,5.8013,0.0
1993-09-09,5.8013,0.0
1993-09-10,5.8013,0.0
1993-09-13,5.8013,0.0
1993-09-14,5.8013,0.0
1993-09-15,5.8013,0.0
1993-09-16,5.8013,0.0
1993-09-17,5.8013,0.0
1993-09-20,5.8013,0.0
1993-09-21,5.8013,0.0
1993-09-22,5.8013,0.0
1993-09-23,5.8013,0.0
1993-09-24,5.8013,0.0
1993-09-27,5.8013,0.0
1993-09-28,5.8013,0.0
1993-09-29,5.8013,0.0
1993-09-30,5.8013,0.0
1993-10-01,5.8013,0.0
1993-10-04,5.8013,0.0
1993-10-05,5.8013,0.0
1993-10-06,5.8013,0.0
1993-10-07,5.8013,0.0
1993-10-08,5.8013,0.0
1993-10-11,,0.0
1993-10-12,5.8013,0.0
1993-10-13,5.8013,0.0
1993-10-14,5.8013,0.0
1993-10-15,5.8013,0.0
1993-10-18,5.8013,0.0
1993-10-19,5.8013,0.0
1993-10-20,5.8013,0.0
1993-10-21,5.8013,0.0
1993-10-22,5.8013,0.0
1993-10-25,5.8013,0.0
1993-10-26,5.8013,0.0
1993-10-27,5.8013,0.0
1993-10-28,5.8013,0.0
1993-10-29,5.8013,0.0
1993-11-01,5.8013,0.0
1993-11-02,5.8013,0.0
1993-11-03,5.8013,0.0
1993-11-04,5.8013,0.0
1993-11-05,5.8013,0.0
1993-11-08,5.8013,0.0
1993-11-09,5.8013,0.0
1993-11-10,5.8013,0.0
1993-11-11,,0.0
1993-11-12,5.8013,0.0
1993-11-15,5.8013,0.0
1993-11-16,5.8013,0.0
1993-11-17,5.8013,0.0
1993-11-18,5.8195,0.31
1993-11-19,5.8195,0.0
1993-11-22,5.8195,0.0
1993-11-23,5.8195,0.0
1993-11-24,5.8195,0.0
1993-11-25,,0.0
1993-11-26,5.8195,0.0
1993-11-29,5.8195,0.0
1993-11-30,5.8195,0.0
1993-12-01,5.8195,0.0
1993-12-02,5.8195,0.0
1993-12-03,5.8195,0.0
1993-12-06,5.8195,0.0
1993-12-07,5.8195,0.0
1993-12-08,5.8195,0.0
1993-12-09,5.8195,0.0
1993-12-10,5.8195,0.0
1993-12-13,5.8195,0.0
1993-12-14,5.8195,0.0
1993-12-15,5.8245,0.09
1993-12-16,5.8245,0.0
1993-12-17,5.8245,0.0
1993-12-20,5.8245,0.0
1993-12-21,5.8245,0.0
1993-12-22,5.8245,0.0
1993-12-23,5.8242,-0.01
1993-12-24,5.8245,0.01
1993-12-27,5.8245,0.0
1993-12-28,5.8245,0.0
1993-12-29,5.8145,-0.17
1993-12-30,5.8145,0.0
1993-12-31,5.8145,0.0
1994-01-03,8.7217,50.0
1994-01-04,8.7217,0.0
1994-01-05,8.7217,0.0
1994-01-06,8.7217,0.0
1994-01-07,8.7117,-0.11
1994-01-10,8.7217,0.11
1994-01-11,8.7217,0.0
1994-01-12,8.7217,0.0
1994-01-13,8.7217,0.0
1994-01-14,8.7217,0.0
1994-01-17,,0.0
1994-01-18,8.7217,0.0
1994-01-19,8.7217,0.0
1994-01-20,8.7217,0.0
1994-01-21,8.7257,0.05
1994-01-24,8.7217,-0.05
1994-01-25,8.7318,0.12
1994-01-26,8.7217,-0.12
1994-01-27,8.7217,0.0
1994-01-28,8.7217,0.0
1994-01-31,8.7217,0.0
1994-02-01,8.7211,-0.01
1994-02-02,8.7228,0.02
1994-02-03,8.7252,0.03
1994-02-04,8.7228,-0.03
1994-02-07,8.7223,-0.01
1994-02-08,8.7292,0.08
1994-02-09,8.7292,0.0
1994-02-10,8.7292,0.0
1994-02-11,8.7292,0.0
1994-02-14,8.7292,0.0
1994-02-15,8.7299,0.01
1994-02-16,8.7242,-0.07
1994-02-17,8.7283,0.05
1994-02-18,8.7238,-0.05
1994-02-21,,0.0
1994-02-22,8.7212,-0.03
1994-02-23,8.7183,-0.03
1994-02-24,8.724,0.07
1994-02-25,8.7164,-0.09
1994-02-28,8.7262,0.11
1994-03-01,8.7238,-0.03
1994-03-02,8.7268,0.03
1994-03-03,8.7278,0.01
1994-03-04,8.728,0.0
1994-03-07,8.7284,0.0
1994-03-08,8.7268,-0.02
1994-03-09,8.7256,-0.01
1994-03-10,8.7221,-0.04
1994-03-11,8.7256,0.04
1994-03-14,8.7223,-0.04
1994-03-15,8.7217,-0.01
1994-03-16,8.7225,0.01
1994-03-17,8.7219,-0.01
1994-03-18,8.7208,-0.01
1994-03-21,8.7209,0.0
1994-03-22,8.7195,-0.02
1994-03-23,8.721,0.02
1994-03-24,8.7273,0.07
1994-03-25,8.723,-0.05
1994-03-28,8.7234,0.0
1994-03-29,8.7242,0.01
1994-03-30,8.7219,-0.03
1994-03-31,8.7298,0.09
1994-04-01,,0.0
1994-04-04,,0.0
1994-04-05,8.7298,0.0
1994-04-06,8.7298,0.0
1994-04-07,8.7298,0.0
1994-04-08,8.7298,0.0
1994-04-11,8.7298,0.0
1994-04-12,8.7298,0.0
1994-04-13,8.7298,0.0
1994-04-14,8.7298,0.0
1994-04-15,8.7398,0.11
1994-04-18,8.7152,-0.28
1994-04-19,8.7145,-0.01
1994-04-20,8.7137,-0.01
1994-04-21,8.7125,-0.01
1994-04-22,8.7125,0.0
1994-04-25,8.7409,0.33
1994-04-26,8.7094,-0.36
1994-04-27,8.7277,0.21
1994-04-28,8.7272,-0.01
1994-04-29,8.7247,-0.03
1994-05-02,8.7097,-0.17
1994-05-03,8.6984,-0.13
1994-05-04,8.6936,-0.06
1994-05-05,8.6882,-0.06
1994-05-06,8.6864,-0.02
1994-05-09,8.6853,-0.01
1994-05-10,8.684,-0.01
1994-05-11,8.6829,-0.01
1994-05-12,8.712,0.34
1994-05-13,8.681,-0.36
1994-05-16,8.6806,-0.0
1994-05-17,8.6807,0.0
1994-05-18,8.6805,-0.0
1994-05-19,8.6804,-0.0
1994-05-20,8.6802,-0.0
1994-05-23,8.6804,0.0
1994-05-24,8.6802,-0.0
1994-05-25,8.6802,0.0
1994-05-26,8.68,-0.0
1994-05-27,8.6798,-0.0
1994-05-30,,0.0
1994-05-31,8.6796,-0.0
1994-06-01,8.6794,-0.0
1994-06-02,8.6791,-0.0
1994-06-03,8.709,0.34
1994-06-06,8.679,-0.34
1994-06-07,8.709,0.35
1994-06-08,8.7088,-0.0
1994-06-09,8.7085,-0.0
1994-06-10,8.7083,-0.0
1994-06-13,8.6781,-0.35
1994-06-14,8.6779,-0.0
1994-06-15,8.6775,-0.0
1994-06-16,8.6773,-0.0
1994-06-17,8.6771,-0.0
1994-06-20,8.6769,-0.0
1994-06-21,8.6764,-0.01
1994-06-22,8.6757,-0.01
1994-06-23,8.675,-0.01
1994-06-24,8.6744,-0.01
1994-06-27,8.6739,-0.01
1994-06-28,8.6733,-0.01
1994-06-29,8.6726,-0.01
1994-06-30,8.6717,-0.01
1994-07-01,8.7001,0.33
1994-07-04,,0.0
1994-07-05,8.6696,-0.35
1994-07-06,8.669,-0.01
1994-07-07,8.6681,-0.01
1994-07-08,8.6674,-0.01
1994-07-11,8.6666,-0.01
1994-07-12,8.6658,-0.01
1994-07-13,8.6647,-0.01
1994-07-14,8.6637,-0.01
1994-07-15,8.6629,-0.01
1994-07-18,8.6618,-0.01
1994-07-19,8.6608,-0.01
1994-07-20,8.6589,-0.02
1994-07-21,8.6564,-0.03
1994-07-22,8.6535,-0.03
1994-07-25,8.6495,-0.05
1994-07-26,8.6464,-0.04
1994-07-27,8.6438,-0.03
1994-07-28,8.6414,-0.03
1994-07-29,8.6397,-0.02
1994-08-01,8.6369,-0.03
1994-08-02,8.6341,-0.03
1994-08-03,8.6314,-0.03
1994-08-04,8.6288,-0.03
1994-08-05,8.6255,-0.04
1994-08-08,8.6223,-0.04
1994-08-09,8.6203,-0.02
1994-08-10,8.6182,-0.02
1994-08-11,8.6162,-0.02
1994-08-12,8.6138,-0.03
1994-08-15,8.6112,-0.03
1994-08-16,8.6087,-0.03
1994-08-17,8.6056,-0.04
1994-08-18,8.6031,-0.03
1994-08-19,8.6001,-0.03
1994-08-22,8.5974,-0.03
1994-08-23,8.5958,-0.02
1994-08-24,8.5935,-0.03
1994-08-25,8.5908,-0.03
1994-08-26,8.5675,-0.27
1994-08-29,8.5843,0.2
1994-08-30,8.5816,-0.03
1994-08-31,8.5791,-0.03
1994-09-01,8.5765,-0.03
1994-09-02,8.574,-0.03
1994-09-05,,0.0
1994-09-06,8.5691,-0.06
1994-09-07,8.567,-0.02
1994-09-08,8.5648,-0.03
1994-09-09,8.5622,-0.03
1994-09-12,8.5607,-0.02
1994-09-13,8.5596,-0.01
1994-09-14,8.5581,-0.02
1994-09-15,8.5565,-0.02
1994-09-16,8.5552,-0.02
1994-09-19,8.554,-0.01
1994-09-20,8.5537,-0.0
1994-09-21,8.5533,-0.0
1994-09-22,8.5525,-0.01
1994-09-23,8.552,-0.01
1994-09-26,8.5511,-0.01
1994-09-27,8.5503,-0.01
1994-09-28,8.5503,0.0
1994-09-29,8.5501,-0.0
1994-09-30,8.55,-0.0
1994-10-03,8.55,0.0
1994-10-04,8.55,0.0
1994-10-05,8.5501,0.0
1994-10-06,8.55,-0.0
1994-10-07,8.55,0.0
1994-10-10,,0.0
1994-10-11,8.55,0.0
1994-10-12,8.55,0.0
1994-10-13,8.5497,-0.0
1994-10-14,8.5497,0.0
1994-10-17,8.5497,0.0
1994-10-18,8.5496,-0.0
1994-10-19,8.5496,0.0
1994-10-20,8.5496,0.0
1994-10-21,8.5495,-0.0
1994-10-24,8.549,-0.01
1994-10-25,8.5485,-0.01
1994-10-26,8.5485,0.0
1994-10-27,8.5473,-0.01
1994-10-28,8.5466,-0.01
1994-10-31,8.546,-0.01
1994-11-01,8.5454,-0.01
1994-11-02,8.5454,0.0
1994-11-03,8.5438,-0.02
1994-11-04,8.5438,0.0
1994-11-07,8.5438,0.0
1994-11-08,8.5438,0.0
1994-11-09,8.54,-0.04
1994-11-10,8.539,-0.01
1994-11-11,,0.0
1994-11-14,8.5374,-0.02
1994-11-15,8.5374,0.0
1994-11-16,8.5353,-0.02
1994-11-17,8.534,-0.02
1994-11-18,8.5336,-0.0
1994-11-21,8.5336,0.0
1994-11-22,8.5326,-0.01
1994-11-23,8.5326,0.0
1994-11-24,,0.0
1994-11-25,8.5305,-0.02
1994-11-28,8.5301,-0.0
1994-11-29,8.5293,-0.01
1994-11-30,8.529,-0.0
1994-12-01,8.5284,-0.01
1994-12-02,8.5279,-0.01
1994-12-05,8.5274,-0.01
1994-12-06,8.527,-0.0
1994-12-07,8.5241,-0.03
1994-12-08,8.5225,-0.02
1994-12-09,8.5192,-0.04
1994-12-12,8.516,-0.04
1994-12-13,8.513,-0.04
1994-12-14,8.5101,-0.03
1994-12-15,8.5074,-0.03
1994-12-16,8.5035,-0.05
1994-12-19,8.5001,-0.04
1994-12-20,8.4954,-0.06
1994-12-21,8.492,-0.04
1994-12-22,8.4877,-0.05
1994-12-23,8.4826,-0.06
1994-12-26,,0.0
1994-12-27,8.4788,-0.04
1994-12-28,8.4718,-0.08
1994-12-29,8.4691,-0.03
1994-12-30,8.4662,-0.03
1995-01-02,,0.0
1995-01-03,8.4647,-0.02
1995-01-04,8.4647,0.0
1995-01-05,8.463,-0.02
1995-01-06,8.4626,-0.0
1995-01-09,8.4622,-0.0
1995-01-10,8.4617,-0.01
1995-01-11,8.4615,-0.0
1995-01-12,8.4612,-0.0
1995-01-13,8.4611,-0.0
1995-01-16,,0.0
1995-01-17,8.4607,-0.0
1995-01-18,8.4605,-0.0
1995-01-19,8.4602,-0.0
1995-01-20,8.46,-0.0
1995-01-23,8.4597,-0.0
1995-01-24,8.4594,-0.0
1995-01-25,8.459,-0.0
1995-01-26,8.4587,-0.0
1995-01-27,8.4584,-0.0
1995-01-30,8.4584,0.0
1995-01-31,8.4584,0.0
1995-02-01,8.4585,0.0
1995-02-02,8.4584,-0.0
1995-02-03,8.4584,0.0
1995-02-06,8.458,-0.0
1995-02-07,8.4575,-0.01
1995-02-08,8.457,-0.01
1995-02-09,8.4564,-0.01
1995-02-10,8.456,-0.0
1995-02-13,8.4555,-0.01
1995-02-14,8.4552,-0.0
1995-02-15,8.4551,-0.0
1995-02-16,8.4552,0.0
1995-02-17,8.4552,0.0
1995-02-20,,0.0
1995-02-21,8.4537,-0.02
1995-02-22,8.4529,-0.01
1995-02-23,8.4524,-0.01
1995-02-24,8.452,-0.0
1995-02-27,8.4516,-0.0
1995-02-28,8.4511,-0.01
1995-03-01,8.4508,-0.0
1995-03-02,8.4599,0.11
1995-03-03,8.4594,-0.01
1995-03-06,8.4482,-0.13
1995-03-07,8.4473,-0.01
1995-03-08,8.4465,-0.01
1995-03-09,8.4459,-0.01
1995-03-10,8.4461,0.0
1995-03-13,8.4464,0.0
1995-03-14,8.4465,0.0
1995-03-15,8.4474,0.01
1995-03-16,8.448,0.01
1995-03-17,8.4473,-0.01
1995-03-20,8.447,-0.0
1995-03-21,8.4462,-0.01
1995-03-22,8.4468,0.01
1995-03-23,8.4472,0.0
1995-03-24,8.4476,0.0
1995-03-27,8.4477,0.0
1995-03-28,8.4477,0.0
1995-03-29,8.4475,-0.0
1995-03-30,8.4469,-0.01
1995-03-31,8.4464,-0.01
1995-04-03,8.446,-0.0
1995-04-04,8.4457,-0.0
1995-04-05,8.4456,-0.0
1995-04-06,8.4452,-0.0
1995-04-07,8.4451,-0.0
1995-04-10,8.4452,0.0
1995-04-11,8.445,-0.0
1995-04-12,8.4446,-0.0
1995-04-13,8.4442,-0.0
1995-04-14,8.4441,-0.0
1995-04-17,8.4438,-0.0
1995-04-18,8.4436,-0.0
1995-04-19,8.4434,-0.0
1995-04-20,8.4432,-0.0
1995-04-21,8.443,-0.0
1995-04-24,8.4427,-0.0
1995-04-25,8.4405,-0.03
1995-04-26,8.4338,-0.08
1995-04-27,8.4302,-0.04
1995-04-28,8.4274,-0.03
1995-05-01,8.4274,0.0
1995-05-02,8.4152,-0.14
1995-05-03,8.3994,-0.19
1995-05-04,8.3848,-0.17
1995-05-05,8.3642,-0.25
1995-05-08,8.3547,-0.11
1995-05-09,8.3447,-0.12
1995-05-10,8.3253,-0.23
1995-05-11,8.315,-0.12
1995-05-12,8.3028,-0.15
1995-05-15,8.2916,-0.13
1995-05-16,8.2982,0.08
1995-05-17,8.3063,0.1
1995-05-18,8.3107,0.05
1995-05-19,8.3132,0.03
1995-05-22,8.3159,0.03
1995-05-23,8.3188,0.03
1995-05-24,8.3222,0.04
1995-05-25,8.3241,0.02
1995-05-26,8.3263,0.03
1995-05-29,,0.0
1995-05-30,8.3277,0.02
1995-05-31,8.3255,-0.03
1995-06-01,8.3236,-0.02
1995-06-02,8.3218,-0.02
1995-06-05,8.3198,-0.02
1995-06-06,8.3204,0.01
1995-06-07,8.3183,-0.03
1995-06-08,8.3166,-0.02
1995-06-09,8.32,0.04
1995-06-12,8.3208,0.01
1995-06-13,8.3203,-0.01
1995-06-14,8.32,-0.0
1995-06-15,8.3219,0.02
1995-06-16,8.3204,-0.02
1995-06-19,8.3202,-0.0
1995-06-20,8.32,-0.0
1995-06-21,8.3209,0.01
1995-06-22,8.3218,0.01
1995-06-23,8.3215,-0.0
1995-06-26,8.3213,-0.0
1995-06-27,8.3207,-0.01
1995-06-28,8.3207,0.0
1995-06-29,8.321,0.0
1995-06-30,8.3211,0.0
1995-07-03,8.3207,-0.0
1995-07-04,,0.0
1995-07-05,8.3201,-0.01
1995-07-06,8.32,-0.0
1995-07-07,8.32,0.0
1995-07-10,8.3223,0.03
1995-07-11,8.322,-0.0
1995-07-12,8.3217,-0.0
1995-07-13,8.3214,-0.0
1995-07-14,8.3211,-0.0
1995-07-17,8.3209,-0.0
1995-07-18,8.3213,0.0
1995-07-19,8.3211,-0.0
1995-07-20,8.3204,-0.01
1995-07-21,8.3202,-0.0
1995-07-24,8.3204,0.0
1995-07-25,8.3203,-0.0
1995-07-26,8.3202,-0.0
1995-07-27,8.3202,0.0
1995-07-28,8.3203,0.0
1995-07-31,8.3203,0.0
1995-08-01,8.32,-0.0
1995-08-02,8.3202,0.0
1995-08-03,8.3202,0.0
1995-08-04,8.3,-0.24
1995-08-07,8.32,0.24
1995-08-08,8.3214,0.02
1995-08-09,8.3216,0.0
1995-08-10,8.3223,0.01
1995-08-11,8.3225,0.0
1995-08-14,8.3238,0.02
1995-08-15,8.3257,0.02
1995-08-16,8.3294,0.04
1995-08-17,8.3206,-0.11
1995-08-18,8.3217,0.01
1995-08-21,8.3322,0.13
1995-08-22,8.3325,0.0
1995-08-23,8.3333,0.01
1995-08-24,8.3348,0.02
1995-08-25,8.3353,0.01
1995-08-28,8.3365,0.01
1995-08-29,8.3282,-0.1
1995-08-30,8.3293,0.01
1995-08-31,8.3298,0.01
1995-09-01,8.3292,-0.01
1995-09-04,,0.0
1995-09-05,8.3381,0.11
1995-09-06,8.3378,-0.0
1995-09-07,8.3375,-0.0
1995-09-08,8.3375,0.0
1995-09-11,8.3377,0.0
1995-09-12,8.338,0.0
1995-09-13,8.3384,0.0
1995-09-14,8.339,0.01
1995-09-15,8.3394,0.0
1995-09-18,8.3397,0.0
1995-09-19,8.3329,-0.08
1995-09-20,8.3398,0.08
1995-09-21,8.3294,-0.12
1995-09-22,8.3394,0.12
1995-09-25,8.3394,0.0
1995-09-26,8.3392,-0.0
1995-09-27,8.339,-0.0
1995-09-28,8.3389,-0.0
1995-09-29,8.3385,-0.0
1995-10-02,8.3385,0.0
1995-10-03,8.3385,0.0
1995-10-04,8.3385,0.0
1995-10-05,8.338,-0.01
1995-10-06,8.3374,-0.01
1995-10-09,,0.0
1995-10-10,8.3358,-0.02
1995-10-11,8.335,-0.01
1995-10-12,8.3344,-0.01
1995-10-13,8.3342,-0.0
1995-10-16,8.3348,0.01
1995-10-17,8.3348,0.0
1995-10-18,8.3341,-0.01
1995-10-19,8.3342,0.0
1995-10-20,8.3344,0.0
1995-10-23,8.3339,-0.01
1995-10-24,8.3336,-0.0
1995-10-25,8.3337,0.0
1995-10-26,8.3343,0.01
1995-10-27,8.3344,0.0
1995-10-30,8.3349,0.01
1995-10-31,8.3349,0.0
1995-11-01,8.3346,-0.0
1995-11-02,8.3348,0.0
1995-11-03,8.3347,-0.0
1995-11-06,8.3347,0.0
1995-11-07,8.3349,0.0
1995-11-08,8.3348,-0.0
1995-11-09,8.3346,-0.0
1995-11-10,8.334,-0.01
1995-11-13,8.3339,-0.0
1995-11-14,8.3336,-0.0
1995-11-15,8.3331,-0.01
1995-11-16,8.3335,0.0
1995-11-17,8.3332,-0.0
1995-11-20,8.333,-0.0
1995-11-21,8.3329,-0.0
1995-11-22,8.3328,-0.0
1995-11-23,,0.0
1995-11-24,8.3322,-0.01
1995-11-27,8.3322,0.0
1995-11-28,8.3316,-0.01
1995-11-29,8.3316,0.0
1995-11-30,8.3316,0.0
1995-12-01,8.3327,0.01
1995-12-04,8.3331,0.0
1995-12-05,8.3332,0.0
1995-12-06,8.3333,0.0
1995-12-07,8.3335,0.0
1995-12-08,8.3338,0.0
1995-12-11,8.32,-0.17
1995-12-12,8.3348,0.18
1995-12-13,8.3346,-0.0
1995-12-14,8.3354,0.01
1995-12-15,8.3371,0.02
1995-12-18,8.338,0.01
1995-12-19,8.3376,-0.0
1995-12-20,8.3374,-0.0
1995-12-21,8.3373,-0.0
1995-12-22,8.3374,0.0
1995-12-25,,0.0
1995-12-26,8.3379,0.01
1995-12-27,8.3379,0.0
1995-12-28,8.3379,0.0
1995-12-29,8.3374,-0.01
1996-01-01,,0.0
1996-01-02,8.338,0.01
1996-01-03,8.3391,0.01
1996-01-04,8.3403,0.01
1996-01-05,8.3404,0.0
1996-01-08,8.3415,0.01
1996-01-09,8.3414,-0.0
1996-01-10,8.3408,-0.01
1996-01-11,8.3404,-0.0
1996-01-12,8.3404,0.0
1996-01-15,,0.0
1996-01-16,8.3404,0.0
1996-01-17,8.3402,-0.0
1996-01-18,8.3391,-0.01
1996-01-19,8.3378,-0.02
1996-01-22,8.3374,-0.0
1996-01-23,8.337,-0.0
1996-01-24,8.3363,-0.01
1996-01-25,8.3367,0.0
1996-01-26,8.3357,-0.01
1996-01-29,8.335,-0.01
1996-01-30,8.3347,-0.0
1996-01-31,8.3338,-0.01
1996-02-01,8.3332,-0.01
1996-02-02,8.3327,-0.01
1996-02-05,8.3331,0.0
1996-02-06,8.332,-0.01
1996-02-07,8.3311,-0.01
1996-02-08,8.33,-0.01
1996-02-09,8.3294,-0.01
1996-02-12,8.3292,-0.0
1996-02-13,8.3304,0.01
1996-02-14,8.33,-0.0
1996-02-15,8.3312,0.01
1996-02-16,8.3336,0.03
1996-02-19,,0.0
1996-02-20,8.3352,0.02
1996-02-21,8.3352,0.0
1996-02-22,8.3352,0.0
1996-02-23,8.3352,0.0
1996-02-26,8.3369,0.02
1996-02-27,8.3396,0.03
1996-02-28,8.3407,0.01
1996-02-29,8.3411,0.0
1996-03-01,8.3411,0.0
1996-03-04,8.3408,-0.0
1996-03-05,8.341,0.0
1996-03-06,8.3423,0.02
1996-03-07,8.3429,0.01
1996-03-08,8.3439,0.01
1996-03-11,8.3463,0.03
1996-03-12,8.3499,0.04
1996-03-13,8.3548,0.06
1996-03-14,8.3533,-0.02
1996-03-15,8.3517,-0.02
1996-03-18,8.3527,0.01
1996-03-19,8.353,0.0
1996-03-20,8.352,-0.01
1996-03-21,8.352,0.0
1996-03-22,8.353,0.01
1996-03-25,8.3549,0.02
1996-03-26,8.3542,-0.01
1996-03-27,8.3533,-0.01
1996-03-28,8.3535,0.0
1996-03-29,8.3538,0.0
1996-04-01,8.3539,0.0
1996-04-02,8.3539,0.0
1996-04-03,8.3538,-0.0
1996-04-04,8.3525,-0.02
1996-04-05,8.3511,-0.02
1996-04-08,8.3512,0.0
1996-04-09,8.3515,0.0
1996-04-10,8.3518,0.0
1996-04-11,8.3524,0.01
1996-04-12,8.3522,-0.0
1996-04-15,8.3521,-0.0
1996-04-16,8.3517,-0.0
1996-04-17,8.3512,-0.01
1996-04-18,8.3509,-0.0
1996-04-19,8.3506,-0.0
1996-04-22,8.35,-0.01
1996-04-23,8.3502,0.0
1996-04-24,8.3501,-0.0
1996-04-25,8.3501,0.0
1996-04-26,8.35,-0.0
1996-04-29,8.3506,0.01
